ClusterID NumberOfMembers Genes Species
75162298 NA Solyc04g050413.1 Sly
75162298 NA Solyc04g050417.1 Sly
75162298 NA Solyc04g050417.1 Sly
75145463 NA Solyc04g050572.1 Sly
75163004 NA Solyc04g050574.1 Sly
75163004 NA Solyc04g050574.1 Sly
75153509 NA Solyc04g050576.1 Sly
75162923 NA Solyc04g050578.1 Sly
75151087 NA Solyc04g050621.1 Sly
75163004 NA Solyc04g050621.1 Sly
75163004 NA Solyc04g050621.1 Sly
75163004 NA Solyc04g050621.1 Sly
75043035 NA Solyc04g050621.1 Sly
75163004 NA Solyc04g050622.1 Sly
75163004 NA Solyc04g050622.1 Sly
75163004 NA Solyc04g050622.1 Sly
75163004 NA Solyc04g050622.1 Sly
75160303 NA Solyc04g050775.1 Sly
75163006 NA Solyc04g050935.1 Sly
75162192 NA Solyc04g050935.1 Sly
75161416 NA Solyc04g051025.1 Sly
75157896 NA Solyc04g051045.1 Sly
75145195 NA Solyc04g051045.1 Sly
75157896 NA Solyc04g051063.1 Sly
75157896 NA Solyc04g051065.1 Sly
75152684 NA Solyc04g051205.1 Sly
75163004 NA Solyc04g051247.1 Sly
75163004 NA Solyc04g051247.1 Sly
75162923 NA Solyc04g051283.1 Sly
75155433 NA Solyc04g051287.1 Sly
75162765 NA Solyc04g051374.1 Sly
75162765 NA Solyc04g051374.1 Sly
75161786 NA Solyc04g051378.1 Sly
75161786 NA Solyc04g051378.1 Sly
75162923 NA Solyc04g051393.1 Sly
75162923 NA Solyc04g051397.1 Sly
75162923 NA Solyc04g051423.1 Sly
75162923 NA Solyc04g051427.1 Sly
75162455 NA Solyc04g051768.1 Sly
75162455 NA Solyc04g051768.1 Sly
75162455 NA Solyc04g051768.1 Sly
75162968 NA Solyc04g052895.1 Sly
75162968 NA Solyc04g052895.1 Sly
75162968 NA Solyc04g052975.1 Sly
75162968 NA Solyc04g052975.1 Sly
75162968 NA Solyc04g053023.1 Sly
75163001 NA Solyc04g053055.1 Sly
74536593 NA Solyc04g053055.1 Sly
75153821 NA Solyc04g053085.1 Sly
75162659 NA Solyc04g053085.1 Sly
75162659 NA Solyc04g053092.1 Sly
75162659 NA Solyc04g053096.1 Sly
75162659 NA Solyc04g053096.1 Sly
75162659 NA Solyc04g053098.1 Sly
75162659 NA Solyc04g053103.1 Sly
75162659 NA Solyc04g053107.1 Sly
75141472 NA Solyc04g053145.1 Sly
75162923 NA Solyc04g054157.1 Sly
75153258 NA Solyc04g054225.1 Sly
75163004 NA Solyc04g054257.1 Sly
75143282 NA Solyc04g054257.1 Sly
75162923 NA Solyc04g054385.1 Sly
75163006 NA Solyc04g054445.1 Sly
75163006 NA Solyc04g054445.1 Sly
75154745 NA Solyc04g054475.1 Sly
75160462 NA Solyc04g054517.1 Sly
75160462 NA Solyc04g054517.1 Sly
75162991 NA Solyc04g054517.1 Sly
75162991 NA Solyc04g054685.1 Sly
75160462 NA Solyc04g054685.1 Sly
75162991 NA Solyc04g054685.1 Sly
75151688 NA Solyc04g055203.1 Sly
75157896 NA Solyc04g056457.1 Sly
75043086 NA Solyc04g056491.1 Sly
75145195 NA Solyc04g056494.1 Sly
75157896 NA Solyc04g056494.1 Sly
75145195 NA Solyc04g056497.1 Sly
75157896 NA Solyc04g056497.1 Sly
75159310 NA Solyc04g056498.1 Sly
75162833 NA Solyc04g056503.1 Sly
75162833 NA Solyc04g056503.1 Sly
75162833 NA Solyc04g056503.1 Sly
75162833 NA Solyc04g056503.1 Sly
75163004 NA Solyc04g056741.1 Sly
75163004 NA Solyc04g056741.1 Sly
75163004 NA Solyc04g056742.1 Sly
75163004 NA Solyc04g056742.1 Sly
75163004 NA Solyc04g056743.1 Sly
75163004 NA Solyc04g056743.1 Sly
75163004 NA Solyc04g056744.1 Sly
75163004 NA Solyc04g056744.1 Sly
75161934 NA Solyc04g056745.1 Sly
75156620 NA Solyc04g056746.1 Sly
75162923 NA Solyc04g056748.1 Sly
75154429 NA Solyc04g056748.1 Sly
75156620 NA Solyc04g056748.1 Sly
75135779 NA Solyc04g057993.1 Sly
75162643 NA Solyc04g057993.1 Sly
75162643 NA Solyc04g057997.1 Sly
75135779 NA Solyc04g057997.1 Sly
75157546 NA Solyc04g058065.1 Sly
75134857 NA Solyc04g063245.1 Sly
75163004 NA Solyc04g063245.1 Sly
75163004 NA Solyc04g063245.1 Sly
75163004 NA Solyc04g063245.1 Sly
75150842 NA Solyc04g063245.1 Sly
75145274 NA Solyc04g063245.1 Sly
75153385 NA Solyc04g064763.1 Sly
75153385 NA Solyc04g064795.1 Sly
75160548 NA Solyc04g064943.1 Sly
75159608 NA Solyc04g070983.1 Sly
75159608 NA Solyc04g070985.1 Sly
75130122 NA Solyc04g070987.1 Sly
75159608 NA Solyc04g070987.1 Sly
74535014 NA Solyc04g071085.1 Sly
75143703 NA Solyc04g071085.1 Sly
75162902 NA Solyc04g071155.1 Sly
75162608 NA Solyc04g071165.1 Sly
75162608 NA Solyc04g071165.1 Sly
NA NA Solyc04g071203.1 Sly
75162718 NA Solyc04g071207.1 Sly
75162718 NA Solyc04g071207.1 Sly
75162718 NA Solyc04g071207.1 Sly
75151290 NA Solyc04g071207.1 Sly
75162718 NA Solyc04g071207.1 Sly
75116210 NA Solyc04g071363.1 Sly
75159029 NA Solyc04g071523.1 Sly
75145463 NA Solyc04g071527.1 Sly
75162762 NA Solyc04g071565.1 Sly
75162828 NA Solyc04g071755.1 Sly
75162828 NA Solyc04g071755.1 Sly
75162828 NA Solyc04g071755.1 Sly
75163004 NA Solyc04g071807.1 Sly
75163004 NA Solyc04g071807.1 Sly
75163004 NA Solyc04g071807.1 Sly
75162824 NA Solyc04g071807.1 Sly
75157185 NA Solyc04g071807.1 Sly
75163004 NA Solyc04g071825.1 Sly
75163004 NA Solyc04g071825.1 Sly
75044376 NA Solyc04g072065.1 Sly
75156740 NA Solyc04g072065.1 Sly
75141498 NA Solyc04g072065.1 Sly
75154936 NA Solyc04g072145.1 Sly
75155839 NA Solyc04g072235.1 Sly
75154134 NA Solyc04g072265.1 Sly
75162999 NA Solyc04g072345.1 Sly
75162999 NA Solyc04g072345.1 Sly
75162080 NA Solyc04g072375.1 Sly
75162240 NA Solyc04g072605.1 Sly
75162240 NA Solyc04g072605.1 Sly
75162240 NA Solyc04g072605.1 Sly
75160462 NA Solyc04g072707.1 Sly
75157797 NA Solyc04g072775.1 Sly
75161848 NA Solyc04g072785.1 Sly
75161848 NA Solyc04g072785.1 Sly
75162295 NA Solyc04g072895.1 Sly
75129941 NA Solyc04g072895.1 Sly
75156047 NA Solyc04g074145.1 Sly
74536226 NA Solyc04g076153.1 Sly
75162869 NA Solyc04g076157.1 Sly
75160461 NA Solyc04g076303.1 Sly
75160461 NA Solyc04g076303.1 Sly
NA NA Solyc04g076355.1 Sly
75162212 NA Solyc04g076355.1 Sly
75161200 NA Solyc04g076525.1 Sly
75159668 NA Solyc04g076527.1 Sly
75161200 NA Solyc04g076527.1 Sly
75162991 NA Solyc04g076695.1 Sly
75162991 NA Solyc04g076695.1 Sly
75162167 NA Solyc04g076715.1 Sly
75143499 NA Solyc04g076715.1 Sly
75139382 NA Solyc04g076745.1 Sly
75162699 NA Solyc04g076925.1 Sly
75161952 NA Solyc04g076965.1 Sly
75161952 NA Solyc04g076965.1 Sly
75163006 NA Solyc04g077295.1 Sly
75163006 NA Solyc04g077295.1 Sly
75163006 NA Solyc04g077295.1 Sly
75163006 NA Solyc04g077333.1 Sly
75163006 NA Solyc04g077333.1 Sly
75163006 NA Solyc04g077337.1 Sly
75163006 NA Solyc04g077353.1 Sly
75163006 NA Solyc04g077353.1 Sly
75163006 NA Solyc04g077357.1 Sly
75163006 NA Solyc04g077357.1 Sly
75161737 NA Solyc04g077555.1 Sly
74536666 NA Solyc04g077555.1 Sly
75160916 NA Solyc04g077615.1 Sly
75162949 NA Solyc04g077615.1 Sly
75162949 NA Solyc04g077615.1 Sly
75162949 NA Solyc04g077615.1 Sly
75159210 NA Solyc04g077745.1 Sly
75154860 NA Solyc04g077775.1 Sly
75153085 NA Solyc04g077835.1 Sly
75155193 NA Solyc04g077925.1 Sly
75162841 NA Solyc04g078195.1 Sly
75162841 NA Solyc04g078195.1 Sly
75163004 NA Solyc04g078255.1 Sly
75163004 NA Solyc04g078255.1 Sly
75145463 NA Solyc04g078565.1 Sly
75162386 NA Solyc04g079025.1 Sly
75163003 NA Solyc04g079043.1 Sly
75163003 NA Solyc04g079043.1 Sly
75162949 NA Solyc04g079047.1 Sly
75162949 NA Solyc04g079047.1 Sly
75162949 NA Solyc04g079047.1 Sly
75162949 NA Solyc04g079047.1 Sly
75161505 NA Solyc04g079125.1 Sly
75161404 NA Solyc04g079315.1 Sly
75161404 NA Solyc04g079315.1 Sly
75162547 NA Solyc04g079375.1 Sly
75162547 NA Solyc04g079475.1 Sly
75162547 NA Solyc04g079505.1 Sly
75163004 NA Solyc04g079603.1 Sly
75163004 NA Solyc04g079603.1 Sly
75131906 NA Solyc04g079607.1 Sly
75163004 NA Solyc04g079607.1 Sly
75163004 NA Solyc04g079643.1 Sly
75163004 NA Solyc04g079645.1 Sly
75154896 NA Solyc04g079775.1 Sly
75162396 NA Solyc04g079845.1 Sly
75158380 NA Solyc04g080145.1 Sly
75162680 NA Solyc04g080435.1 Sly
75162680 NA Solyc04g080435.1 Sly
75162792 NA Solyc04g080685.1 Sly
75162844 NA Solyc04g080685.1 Sly
75162844 NA Solyc04g080685.1 Sly
75162844 NA Solyc04g080685.1 Sly
75162792 NA Solyc04g080685.1 Sly
75161595 NA Solyc04g080705.1 Sly
75161595 NA Solyc04g080705.1 Sly
75160146 NA Solyc04g080885.1 Sly
75162462 NA Solyc04g080925.1 Sly
75157158 NA Solyc04g081235.1 Sly
75162918 NA Solyc04g081655.1 Sly
75162918 NA Solyc04g081655.1 Sly
75149052 NA Solyc04g081755.1 Sly
75162998 NA Solyc04g081755.1 Sly
75162998 NA Solyc04g081755.1 Sly
NA NA Solyc04g081755.1 Sly
75155025 NA Solyc04g081955.1 Sly
75159100 NA Solyc04g082255.1 Sly
75159100 NA Solyc04g082255.1 Sly
75154446 NA Solyc04g082565.1 Sly
75158777 NA Solyc04g082825.1 Sly
75158777 NA Solyc04g082825.1 Sly
75162974 NA Solyc04g082845.1 Sly
75162974 NA Solyc04g082845.1 Sly
75162270 NA Solyc05g005125.1 Sly
75162270 NA Solyc05g005125.1 Sly
75162899 NA Solyc05g005337.1 Sly
74535197 NA Solyc05g005385.1 Sly
75162999 NA Solyc05g005405.1 Sly
75161410 NA Solyc05g005535.1 Sly
75161410 NA Solyc05g005535.1 Sly
75162906 NA Solyc05g005865.1 Sly
75160581 NA Solyc05g005873.1 Sly
75161261 NA Solyc05g005877.1 Sly
75161271 NA Solyc05g005915.1 Sly
75116177 NA Solyc05g005935.1 Sly
75163003 NA Solyc05g006145.1 Sly
75163003 NA Solyc05g006145.1 Sly
75163003 NA Solyc05g006145.1 Sly
75162486 NA Solyc05g006215.1 Sly
75161822 NA Solyc05g006323.1 Sly
75141518 NA Solyc05g006343.1 Sly
75158777 NA Solyc05g006343.1 Sly
75162610 NA Solyc05g006455.1 Sly
75162719 NA Solyc05g006645.1 Sly
75153852 NA Solyc05g006703.1 Sly
75160846 NA Solyc05g006705.1 Sly
75160846 NA Solyc05g006707.1 Sly
75160846 NA Solyc05g006707.1 Sly
75145183 NA Solyc05g006707.1 Sly
75162861 NA Solyc05g006833.1 Sly
75162861 NA Solyc05g006833.1 Sly
75162861 NA Solyc05g006833.1 Sly
75152507 NA Solyc05g007065.1 Sly
75162373 NA Solyc05g007085.1 Sly
75162373 NA Solyc05g007085.1 Sly
75139228 NA Solyc05g007085.1 Sly
75160138 NA Solyc05g007585.1 Sly
75147047 NA Solyc05g007675.1 Sly
75160370 NA Solyc05g007675.1 Sly
75155458 NA Solyc05g007755.1 Sly
75161978 NA Solyc05g008015.1 Sly
75161978 NA Solyc05g008015.1 Sly
75145311 NA Solyc05g008235.1 Sly
75163002 NA Solyc05g008235.1 Sly
75163002 NA Solyc05g008235.1 Sly
75158517 NA Solyc05g008435.1 Sly
75162136 NA Solyc05g008633.1 Sly
75162549 NA Solyc05g008805.1 Sly
75162549 NA Solyc05g008815.1 Sly
75162705 NA Solyc05g008895.1 Sly
75162705 NA Solyc05g008895.1 Sly
75157701 NA Solyc05g008895.1 Sly
75142967 NA Solyc05g009075.1 Sly
75136203 NA Solyc05g009075.1 Sly
75162997 NA Solyc05g009513.1 Sly
75160848 NA Solyc05g009875.1 Sly
75160848 NA Solyc05g009875.1 Sly
75141315 NA Solyc05g010155.1 Sly
75158423 NA Solyc05g010203.1 Sly
75154649 NA Solyc05g010203.1 Sly
75162997 NA Solyc05g010207.1 Sly
75155587 NA Solyc05g010245.1 Sly
75162386 NA Solyc05g010363.1 Sly
75162386 NA Solyc05g010365.1 Sly
75162386 NA Solyc05g010367.1 Sly
75162386 NA Solyc05g010392.1 Sly
75162573 NA Solyc05g010423.1 Sly
75162573 NA Solyc05g010423.1 Sly
75160041 NA Solyc05g010427.1 Sly
75160041 NA Solyc05g010427.1 Sly
75162077 NA Solyc05g010475.1 Sly
75162077 NA Solyc05g010475.1 Sly
75161670 NA Solyc05g010517.1 Sly
75161670 NA Solyc05g010517.1 Sly
75139065 NA Solyc05g010587.1 Sly
75156295 NA Solyc05g010645.1 Sly
75162953 NA Solyc05g010765.1 Sly
75162937 NA Solyc05g011885.1 Sly
75154163 NA Solyc05g012257.1 Sly
75154479 NA Solyc05g012805.1 Sly
75159632 NA Solyc05g012823.1 Sly
75163006 NA Solyc05g012915.1 Sly
75138453 NA Solyc05g013115.1 Sly
75162343 NA Solyc05g013203.1 Sly
75162343 NA Solyc05g013203.1 Sly
75162343 NA Solyc05g013203.1 Sly
75162580 NA Solyc05g013207.1 Sly
75162580 NA Solyc05g013207.1 Sly
75156263 NA Solyc05g013207.1 Sly
75163006 NA Solyc05g013253.1 Sly
75163006 NA Solyc05g013285.1 Sly
75154502 NA Solyc05g013345.1 Sly
75163000 NA Solyc05g013345.1 Sly
75163000 NA Solyc05g013345.1 Sly
75163000 NA Solyc05g013345.1 Sly
74535889 NA Solyc05g013435.1 Sly
75162097 NA Solyc05g013465.1 Sly
75162097 NA Solyc05g013465.1 Sly
75162097 NA Solyc05g013465.1 Sly
75156911 NA Solyc05g013495.1 Sly
75162399 NA Solyc05g013773.1 Sly
75162399 NA Solyc05g013777.1 Sly
75160829 NA Solyc05g013985.1 Sly
75160829 NA Solyc05g013985.1 Sly
75141656 NA Solyc05g014085.1 Sly
75153126 NA Solyc05g014163.1 Sly
75153126 NA Solyc05g014165.1 Sly
75161090 NA Solyc05g014177.1 Sly
75162923 NA Solyc05g014255.1 Sly
74537323 NA Solyc05g014275.1 Sly
75159336 NA Solyc05g014465.1 Sly
75162583 NA Solyc05g014485.1 Sly
75162583 NA Solyc05g014485.1 Sly
75161116 NA Solyc05g014633.1 Sly
74535349 NA Solyc05g014637.1 Sly
75153653 NA Solyc05g014652.1 Sly
75162975 NA Solyc05g014654.1 Sly
75162923 NA Solyc05g014658.1 Sly
75162942 NA Solyc05g014835.1 Sly
75162942 NA Solyc05g014835.1 Sly
75162942 NA Solyc05g014895.1 Sly
75162942 NA Solyc05g014895.1 Sly
75162695 NA Solyc05g015035.1 Sly
75154386 NA Solyc05g015035.1 Sly
75162886 NA Solyc05g015043.1 Sly
75162886 NA Solyc05g015047.1 Sly
75145463 NA Solyc05g015175.1 Sly
75145463 NA Solyc05g015656.1 Sly
75145463 NA Solyc05g015658.1 Sly
75153652 NA Solyc05g015715.1 Sly
75162991 NA Solyc05g015725.1 Sly
75162991 NA Solyc05g015725.1 Sly
75162991 NA Solyc05g015725.1 Sly
75162991 NA Solyc05g015725.1 Sly
75162991 NA Solyc05g015725.1 Sly
75162541 NA Solyc05g015795.1 Sly
75162923 NA Solyc05g015847.1 Sly
75156772 NA Solyc05g015861.1 Sly
75163003 NA Solyc05g015862.1 Sly
75048465 NA Solyc05g015945.1 Sly
75141699 NA Solyc05g015945.1 Sly
75155293 NA Solyc05g015955.1 Sly
75162995 NA Solyc05g016037.1 Sly
75145463 NA Solyc05g016073.1 Sly
75162923 NA Solyc05g016075.1 Sly
75162923 NA Solyc05g016077.1 Sly
75162981 NA Solyc05g016195.1 Sly
75161390 NA Solyc05g016253.1 Sly
75161390 NA Solyc05g016253.1 Sly
75161390 NA Solyc05g016253.1 Sly
75162689 NA Solyc05g016257.1 Sly
75158893 NA Solyc05g016257.1 Sly
75162689 NA Solyc05g016257.1 Sly
75162033 NA Solyc05g016305.1 Sly
75156349 NA Solyc05g016395.1 Sly
75162662 NA Solyc05g016622.1 Sly
75162662 NA Solyc05g016622.1 Sly
75149119 NA Solyc05g017745.1 Sly
75162665 NA Solyc05g017843.1 Sly
75159405 NA Solyc05g017843.1 Sly
75159405 NA Solyc05g017843.1 Sly
75156523 NA Solyc05g017893.1 Sly
75161753 NA Solyc05g017897.1 Sly
75160859 NA Solyc05g018037.1 Sly
75163001 NA Solyc05g018125.1 Sly
75156092 NA Solyc05g018233.1 Sly
75157907 NA Solyc05g018233.1 Sly
75157907 NA Solyc05g018235.1 Sly
75162563 NA Solyc05g018235.1 Sly
75162878 NA Solyc05g018432.1 Sly
75162878 NA Solyc05g018432.1 Sly
75162878 NA Solyc05g018436.1 Sly
75162878 NA Solyc05g018436.1 Sly
75162878 NA Solyc05g018438.1 Sly
75161753 NA Solyc05g018438.1 Sly
75162942 NA Solyc05g018487.1 Sly
75162923 NA Solyc05g018525.1 Sly
75161383 NA Solyc05g018615.1 Sly
75161519 NA Solyc05g018653.1 Sly
75161519 NA Solyc05g018653.1 Sly
75145463 NA Solyc05g018655.1 Sly
75161753 NA Solyc05g018742.1 Sly
75162878 NA Solyc05g018744.1 Sly
75162878 NA Solyc05g018744.1 Sly
75161753 NA Solyc05g018748.1 Sly
74537600 NA Solyc05g018793.1 Sly
NA NA Solyc05g018793.1 Sly
75162500 NA Solyc05g018875.1 Sly
75162500 NA Solyc05g018875.1 Sly
75161753 NA Solyc05g019985.1 Sly
75162878 NA Solyc05g019985.1 Sly
75161753 NA Solyc05g020005.1 Sly
75162878 NA Solyc05g020005.1 Sly
75150141 NA Solyc05g020043.1 Sly
75150141 NA Solyc05g020047.1 Sly
75163003 NA Solyc05g021073.1 Sly
75163003 NA Solyc05g021077.1 Sly
75159307 NA Solyc05g021105.1 Sly
74535458 NA Solyc05g021243.1 Sly
74536177 NA Solyc05g021247.1 Sly
75162923 NA Solyc05g021485.1 Sly
75162117 NA Solyc05g021535.1 Sly
75161224 NA Solyc05g021555.1 Sly
75162117 NA Solyc05g023605.1 Sly
75162923 NA Solyc05g023745.1 Sly
75160949 NA Solyc05g023763.1 Sly
75160949 NA Solyc05g023767.1 Sly
75160949 NA Solyc05g023767.1 Sly
74536177 NA Solyc05g023867.1 Sly
75162033 NA Solyc05g024055.1 Sly
75162033 NA Solyc05g024125.1 Sly
75162033 NA Solyc05g024177.1 Sly
75152513 NA Solyc05g024195.1 Sly
75157991 NA Solyc05g024245.1 Sly
75159227 NA Solyc05g024325.1 Sly
75163006 NA Solyc05g024373.1 Sly
75116921 NA Solyc05g024377.1 Sly
75044369 NA Solyc05g024377.1 Sly
75145463 NA Solyc05g024387.1 Sly
75160281 NA Solyc05g024415.1 Sly
75159199 NA Solyc05g025635.1 Sly
75161445 NA Solyc05g025683.1 Sly
75161445 NA Solyc05g025687.1 Sly
75161445 NA Solyc05g025687.1 Sly
75153882 NA Solyc05g025825.1 Sly
75162307 NA Solyc05g025905.1 Sly
75162806 NA Solyc05g026007.1 Sly
75162806 NA Solyc05g026007.1 Sly
75161747 NA Solyc05g026045.1 Sly
75161747 NA Solyc05g026045.1 Sly
75161747 NA Solyc05g026045.1 Sly
75145463 NA Solyc05g026085.1 Sly
75161331 NA Solyc05g026157.1 Sly
75161331 NA Solyc05g026157.1 Sly
75162273 NA Solyc05g026227.1 Sly
75162273 NA Solyc05g026227.1 Sly
75162273 NA Solyc05g026227.1 Sly
75162923 NA Solyc05g026313.1 Sly
75162923 NA Solyc05g026315.1 Sly
75162806 NA Solyc05g026335.1 Sly
75161728 NA Solyc05g026373.1 Sly
75161728 NA Solyc05g026377.1 Sly
75161728 NA Solyc05g026377.1 Sly
75161728 NA Solyc05g026377.1 Sly
75161728 NA Solyc05g026385.1 Sly
75161753 NA Solyc05g026427.1 Sly
75161753 NA Solyc05g026427.1 Sly
75145463 NA Solyc05g026517.1 Sly
75161587 NA Solyc05g039915.1 Sly
75153258 NA Solyc05g039965.1 Sly
75155395 NA Solyc05g040055.1 Sly
75162806 NA Solyc05g041285.1 Sly
75162806 NA Solyc05g041615.1 Sly
75157380 NA Solyc05g041623.1 Sly
75160566 NA Solyc05g041623.1 Sly
75152124 NA Solyc05g041715.1 Sly
75160781 NA Solyc05g041715.1 Sly
75162159 NA Solyc05g041715.1 Sly
75152878 NA Solyc05g042055.1 Sly
75153652 NA Solyc05g042077.1 Sly
75152883 NA Solyc05g042122.1 Sly
75162923 NA Solyc05g042124.1 Sly
75162923 NA Solyc05g042126.1 Sly
75152124 NA Solyc05g042181.1 Sly
75160781 NA Solyc05g042181.1 Sly
75162977 NA Solyc05g042182.1 Sly
75161996 NA Solyc05g042184.1 Sly
75161996 NA Solyc05g042186.1 Sly
75161996 NA Solyc05g042188.1 Sly
75152124 NA Solyc05g043213.1 Sly
75160781 NA Solyc05g043213.1 Sly
75162159 NA Solyc05g043213.1 Sly
75160701 NA Solyc05g043232.1 Sly
75160701 NA Solyc05g043232.1 Sly
75160781 NA Solyc05g043232.1 Sly
75160701 NA Solyc05g043234.1 Sly
75160701 NA Solyc05g043234.1 Sly
75160701 NA Solyc05g043236.1 Sly
75160781 NA Solyc05g043236.1 Sly
75162159 NA Solyc05g043236.1 Sly
75155414 NA Solyc05g043353.1 Sly
75158728 NA Solyc05g043425.1 Sly
75159704 NA Solyc05g043445.1 Sly
75162530 NA Solyc05g044465.1 Sly
75162530 NA Solyc05g044465.1 Sly
75162530 NA Solyc05g044465.1 Sly
75153652 NA Solyc05g044585.1 Sly
75154295 NA Solyc05g044615.1 Sly
75160603 NA Solyc05g045705.1 Sly
75160603 NA Solyc05g045705.1 Sly
75150790 NA Solyc05g045773.1 Sly
75150832 NA Solyc05g045777.1 Sly
75150832 NA Solyc05g045923.1 Sly
75160114 NA Solyc05g045927.1 Sly
75158457 NA Solyc05g045927.1 Sly
75153652 NA Solyc05g045945.1 Sly
75162923 NA Solyc05g045955.1 Sly
75153652 NA Solyc05g046013.1 Sly
75162923 NA Solyc05g046133.1 Sly
75149856 NA Solyc05g046145.1 Sly
75149856 NA Solyc05g046145.1 Sly
75162906 NA Solyc05g046145.1 Sly
75149856 NA Solyc05g046205.1 Sly
75149856 NA Solyc05g046205.1 Sly
75162906 NA Solyc05g046205.1 Sly
75149856 NA Solyc05g046245.1 Sly
75162997 NA Solyc05g046295.1 Sly
75162882 NA Solyc05g046345.1 Sly
75162882 NA Solyc05g046345.1 Sly
75162937 NA Solyc05g047495.1 Sly
75162937 NA Solyc05g047495.1 Sly
75162882 NA Solyc05g047712.1 Sly
75162882 NA Solyc05g047713.1 Sly
75162882 NA Solyc05g047716.1 Sly
75162882 NA Solyc05g047718.1 Sly
75161816 NA Solyc05g050015.1 Sly
75162727 NA Solyc05g050015.1 Sly
75161145 NA Solyc05g050015.1 Sly
75155244 NA Solyc05g050325.1 Sly
75157790 NA Solyc05g050408.1 Sly
75163006 NA Solyc05g050432.1 Sly
75162520 NA Solyc05g050434.1 Sly
75161780 NA Solyc05g050434.1 Sly
75162520 NA Solyc05g050434.1 Sly
75161780 NA Solyc05g050434.1 Sly
75129948 NA Solyc05g050438.1 Sly
75162579 NA Solyc05g050438.1 Sly
75163006 NA Solyc05g050695.1 Sly
75162982 NA Solyc05g050735.1 Sly
75162134 NA Solyc05g050805.1 Sly
75162134 NA Solyc05g050805.1 Sly
75154133 NA Solyc05g050935.1 Sly
75162962 NA Solyc05g051015.1 Sly
75162033 NA Solyc05g051145.1 Sly
75160372 NA Solyc05g051215.1 Sly
75161477 NA Solyc05g051305.1 Sly
75161477 NA Solyc05g051305.1 Sly
75161957 NA Solyc05g051425.1 Sly
75161957 NA Solyc05g051425.1 Sly
75162922 NA Solyc05g051515.1 Sly
75144848 NA Solyc05g051515.1 Sly
75162854 NA Solyc05g051583.1 Sly
75162888 NA Solyc05g051615.1 Sly
75157162 NA Solyc05g051992.1 Sly
75157162 NA Solyc05g051994.1 Sly
75152124 NA Solyc05g052055.1 Sly
75160701 NA Solyc05g052055.1 Sly
75160781 NA Solyc05g052055.1 Sly
75160955 NA Solyc05g052195.1 Sly
75162989 NA Solyc05g052245.1 Sly
75162989 NA Solyc05g052245.1 Sly
75162989 NA Solyc05g052245.1 Sly
75162900 NA Solyc05g052355.1 Sly
75162900 NA Solyc05g052355.1 Sly
75162900 NA Solyc05g052365.1 Sly
75162900 NA Solyc05g052365.1 Sly
75160254 NA Solyc05g052715.1 Sly
75154106 NA Solyc05g053255.1 Sly
75160066 NA Solyc05g053555.1 Sly
75155921 NA Solyc05g053565.1 Sly
75161174 NA Solyc05g053715.1 Sly
75158124 NA Solyc05g053835.1 Sly
75161780 NA Solyc05g053965.1 Sly
75163006 NA Solyc05g053965.1 Sly
75163006 NA Solyc05g053965.1 Sly
75161391 NA Solyc05g054295.1 Sly
75156538 NA Solyc05g054355.1 Sly
75158002 NA Solyc05g054365.1 Sly
75157257 NA Solyc05g054435.1 Sly
75158963 NA Solyc05g054493.1 Sly
75162601 NA Solyc05g054655.1 Sly
75162601 NA Solyc05g054655.1 Sly
75162476 NA Solyc05g054795.1 Sly
75162476 NA Solyc05g054795.1 Sly
74535671 NA Solyc05g054795.1 Sly
75162096 NA Solyc05g054965.1 Sly
75162096 NA Solyc05g054965.1 Sly
75161385 NA Solyc05g055105.1 Sly
75154978 NA Solyc05g055185.1 Sly
75163003 NA Solyc05g055343.1 Sly
75139255 NA Solyc05g055343.1 Sly
75163003 NA Solyc05g055347.1 Sly
75141481 NA Solyc05g055415.1 Sly
75161592 NA Solyc05g055415.1 Sly
75161082 NA Solyc05g055563.1 Sly
75162033 NA Solyc05g055567.1 Sly
75162033 NA Solyc05g055585.1 Sly
75157835 NA Solyc05g055605.1 Sly
75154830 NA Solyc05g055605.1 Sly
75162375 NA Solyc05g055745.1 Sly
75160982 NA Solyc05g055745.1 Sly
75162375 NA Solyc05g055745.1 Sly
75163003 NA Solyc05g055845.1 Sly
75157932 NA Solyc05g055905.1 Sly
75156455 NA Solyc05g056055.1 Sly
75158012 NA Solyc05g056255.1 Sly
75161009 NA Solyc05g056295.1 Sly
75161009 NA Solyc05g056295.1 Sly
75160469 NA Solyc05g056385.1 Sly
75160469 NA Solyc05g056385.1 Sly
75162749 NA Solyc05g056425.1 Sly
75156392 NA Solyc05g056545.1 Sly
75161383 NA Solyc05g056595.1 Sly
75162688 NA Solyc06g005435.1 Sly
75162688 NA Solyc06g005435.1 Sly
75158919 NA Solyc06g005475.1 Sly
75160069 NA Solyc06g005575.1 Sly
75162224 NA Solyc06g005755.1 Sly
75162929 NA Solyc06g005795.1 Sly
75162929 NA Solyc06g005795.1 Sly
75162503 NA Solyc06g005813.1 Sly
75162503 NA Solyc06g005813.1 Sly
75162503 NA Solyc06g005817.1 Sly
75162503 NA Solyc06g005817.1 Sly
75158844 NA Solyc06g005865.1 Sly
75163006 NA Solyc06g006053.1 Sly
75163006 NA Solyc06g006053.1 Sly
75158318 NA Solyc06g006053.1 Sly
75163006 NA Solyc06g006057.1 Sly
75163006 NA Solyc06g006057.1 Sly
75162821 NA Solyc06g007115.1 Sly
