,MCO,EN,V,MZ,QC,X35S
Os02g0273501,0,1.439716535,0,0,0,0.082063669
Os02g0273700,16.56331762,20.23480048,19.21670401,14.66965429,3.968202809,23.31106998
Os02g0273800,2.237821837,1.376119033,2.660151027,1.822292633,1.916541417,4.069005008
Os02g0273900,0,0,2.580067195,0.992139101,1.177178553,0.163723149
Os02g0274000,11.95733334,14.90868263,15.92756084,13.83026954,15.30353891,25.97757287
Os02g0274100,104.9933472,86.12144181,96.79798914,353.0373675,138.6276196,326.2994849
Os02g0274350,0,0,0,0,0,0
Os02g0274600,0,1.120020817,0.272928028,0.570894874,0.480142896,0.695112492
Os02g0274700,5.084197349,10.17443088,5.067388007,10.1134203,6.10369618,12.26837085
Os02g0274900,27.7679349,28.97525732,25.1130061,30.08841904,33.50910625,31.8943272
Os02g0275100,3.845491034,7.221280813,6.087551872,3.446157793,2.336218895,1.878193264
Os02g0275200,1.192747984,0.107560809,0.382322754,0.858716696,0.041318258,6.808840136
Os02g0275300,0,0,0,0,0,0
Os02g0276200,11.05626948,8.670750205,13.6936831,25.04703805,2.910495764,33.29615839
Os02g0276400,19.37822837,18.51101918,24.82165325,19.46337089,18.04476176,21.3159882
Os02g0276500,12.65387067,11.04136678,11.59391831,14.56893902,11.0786539,32.24514616
Os02g0276900,10.96298696,12.5207372,10.72098677,5.990970581,5.826193976,5.020251608
Os02g0277600,12.32701712,10.44907036,10.37638895,4.860401696,5.936959517,2.774030934
Os02g0277700,0.114812981,0,0,0.061440862,0.097913618,0.619816315
Os02g0278400,0.498788325,0.173388313,0.284382687,0.054857643,0.040595891,0.148017855
Os02g0278450,0,0,0,0.059175655,0,1.12254858
Os02g0278700,0,0,0,0.224728872,0.136508319,0.87527093
Os02g0279150,0.145418923,0.220111392,0.641855083,0.080823834,0.145702539,4.73E-08
Os02g0279600,13.62129406,15.11747033,8.384092751,3.8332701,4.093022178,2.156770799
Os02g0279800,7.356631871,9.663087414,13.10774767,4.742864872,6.288442559,2.513920247
Os02g0280000,0.749508707,0.715126226,1.054971034,0.725045864,0.282540024,0.680936368
Os02g0280100,34.01349382,37.19058713,36.02308401,37.3042106,32.91878826,23.69107876
Os02g0280200,12.49164524,11.03470778,12.15826763,30.11682577,107.2692137,2.036164199
Os02g0280400,12.89261804,8.866305198,13.37266719,7.828907686,9.621374696,11.93596116
Os02g0280500,0,0.92111459,0.493594107,0.865905679,1.006297701,3.475160309
Os02g0280700,0,0.713232093,0.487984806,0.597172435,0,1.647833071
Os02g0280850,0.599665488,0.290381506,0.214188598,6.36E-06,0.325465431,0
Os02g0281000,3.759322231,4.727798985,4.744682791,2.350945031,1.685267478,5.701081111
Os02g0281101,3.274479319,11.55681827,4.303484921,0.731099023,0.229640015,0
Os02g0281150,6.846583787,6.610935768,5.610460066,5.190530777,5.698458067,3.968354453
Os02g0281200,2.047898084,2.49858535,1.577125022,1.507608204,1.702261384,2.56605391
Os02g0282000,0.34231185,0.07322429,0.095155433,0.20713996,0.125372041,0.820799903
Os02g0282100,11.74471819,14.55817472,12.75001832,16.23698066,17.37720712,9.56737483
Os02g0282301,0,0.212580465,0,0.060886008,0.068766939,0.021719939
Os02g0282500,0,0.109537614,0.415703037,0.040389049,0.046428106,0.158238883
Os02g0282600,0.610086855,0.471521956,0.450503311,0.332871242,0.475263735,0.175784973
Os02g0282900,10.86374349,10.16878083,11.37031148,2.872185115,5.172380727,2.291083957
Os02g0283800,15.73806271,14.89997827,14.01352681,12.72208286,14.09283554,17.82303616
Os02g0284300,0.378559752,0,0,0,0,0
Os02g0284500,3.75464964,3.010247704,3.551473031,1.051774824,1.43808108,1.069242574
Os02g0284550,0,0.119918808,0.203113255,0,0.229491582,0.134005859
Os02g0284600,106.9295384,99.97009272,94.060332,192.0300341,170.7004798,80.74680453
Os02g0284800,5.348114774,7.365726441,6.085240328,10.7899825,6.168062991,6.438306445
Os02g0285300,58.25007826,51.82202599,69.91503156,78.72581713,51.67968618,4.038960502
Os02g0285700,3.152494186,3.645506276,3.98194379,1.648841333,0.897143512,0.178682076
Os02g0285775,0,0,0,0.294960947,0,0
Os02g0285800,4.830869733,4.461953503,4.164673325,6.871836309,4.788020993,23.46548028
Os02g0285900,0,0.466863122,1.006077017,0.280256922,0.348345022,1.57733515
Os02g0286200,6.712821857,6.852100355,5.38051858,4.862951062,6.076738803,3.586486378
Os02g0286350,0,0,0,0.048378012,0.45820965,0
Os02g0286500,0,1.707691965,0,0,0,0
Os02g0286700,0,0,0,0,0,0
Os02g0286850,1.710163647,0.997435735,1.835828295,0.655741715,0.128493514,0.782789447
Os02g0286891,2.565294376,1.689923638,1.573985654,0.358135827,0.400581757,0.097571407
Os02g0286933,0,0,1.755716,0,0,0
Os02g0287000,74.350066,79.89611665,84.28405684,140.9669464,158.9248629,60.18501821
Os02g0287700,1.247866506,1.539603064,0.707438041,0.127681635,0.209457229,0
Os02g0287800,0,0,0,0,0,0
Os02g0287900,0,0.123765287,0,0.0304249,0.302269928,0.60255016
Os02g0287950,0,0,0,0.168279905,0.256437552,0.397338225
Os02g0288000,0,0.262558736,0.794020295,0.940663134,1.159896028,3.637603691
Os02g0288100,0,0,0,0,0,0
Os02g0288200,19.30456091,17.91134465,17.33072277,18.51060891,21.76204131,12.24721944
Os02g0288400,0.107675418,0.383831397,0,0.076406351,0,0.074074463
Os02g0288600,0,0,0,0.084236791,0,0
Os02g0288700,0,0,0,0,0,0
Os02g0288722,0,0,0,0,0,0
Os02g0288744,0,0,0,0,0,0
Os02g0288862,0,0,0,0,0,0
Os02g0288925,0,0,0,0,0,0
Os02g0289000,0,0,0,0,0,0
Os02g0289300,0,0,0.960212655,0.165866138,0.140629673,0
Os02g0289500,4.1088537,0,0,0.082558485,0.539812089,0.296448026
Os02g0289700,7.04286729,7.488983985,9.539956993,7.51763342,7.956945699,3.28400447
Os02g0290000,4.60571151,4.948426438,4.549495891,3.136531108,3.320987007,3.432902957
Os02g0290300,8.963113685,8.314399226,8.439174675,10.65946218,13.04253758,13.22648135
Os02g0290400,9.656246095,9.752989201,10.08310453,21.33097394,19.19771867,18.75619067
Os02g0290500,3.112401445,2.970401634,3.190125263,1.92337894,4.598745186,1.329973542
Os02g0290600,12.24945172,11.597031,7.590720679,17.54165034,22.58563614,19.87657241
Os02g0290900,0.306948315,0.31690794,0,0.27952864,0.227723044,0.346464488
Os02g0291000,13.73982263,16.57001645,23.00250287,8.044722583,3.939839849,7.093789279
Os02g0291400,5.436558419,6.28673314,1.219461101,3.876833822,1.136992514,4.490049092
Os02g0291500,1.266172021,1.39478568,1.757172016,1.263851628,1.249790973,3.14900347
Os02g0291600,0.86991718,2.203924236,2.873508781,7.059489158,0.254621844,0.67801848
Os02g0292600,0.510222273,0.919133804,0.788072314,0.465223233,0.580888255,0.221164815
Os02g0292800,0,0,0,0.094821433,1.464123818,0.048036579
Os02g0293050,0,1.643730013,3.693530831,0.164372256,0,0.152228245
Os02g0293300,3.29563848,6.404758426,1.652653772,0.700668187,1.390193002,0.104218397
Os02g0293350,3.643738472,3.25637765,2.173767623,0.226507075,0.96743148,0.052479273
Os02g0293400,19.56525268,21.10871496,21.58469666,21.46910302,37.86413499,18.55583225
Os02g0293500,33.85772873,35.47185304,31.76219746,29.27589287,30.20544188,39.7039785
Os02g0293575,0,0,0,0,0,0
Os02g0293800,3.806336312,3.927406495,3.127485764,2.382065894,4.785765152,3.613656371
Os02g0293900,0,0,0,0,0,0
Os02g0294000,0,0,0,0,0,0
Os02g0294100,2.920701101,3.805384832,2.224655085,1.182385064,2.38184136,2.289148056
Os02g0294600,6.000445709,6.427664747,8.742827182,10.95605609,13.44975056,11.08454411
Os02g0294700,2.824110861,3.52070298,2.627608908,3.341519915,3.304985809,3.262582785
Os02g0295700,4.745486909,6.182332503,5.02814159,8.555418058,9.170927422,8.280207024
Os02g0296350,0,0,0,0,0,0
Os02g0296400,0,0,0,0,0,0
Os02g0296800,3.840745162,3.253003397,4.196596684,1.466363916,1.934239772,1.915813534
Os02g0297000,0.535158071,0.197159435,0.102490985,0.015856378,0.105625529,0.03538782
Os02g0297066,1.412180921,0.923790912,1.530375683,0.052920492,2.241237979,0
Os02g0297132,0,1.101321859,0.514510562,0,1.408108644,0.151816091
Os02g0297200,0.631474268,1.119874873,1.608924603,0.62248812,9.897740462,0.18823049
Os02g0297550,0,0,0,0,0,0
Os02g0297600,28.32745841,22.76358778,26.20618361,50.1481137,55.68498116,47.9557531
Os02g0297666,6.800715006,3.181907346,0,0.024541972,2.087643957,0
Os02g0297900,0,0,0,0,0,0.036844319
Os02g0298100,3.171707187,3.003669984,3.130042097,0.615175016,1.19121578,0.485119196
Os02g0298200,0,0,0.164293583,0,0,0
Os02g0298900,13.351639,10.6747325,11.92123644,2.663111735,6.792235165,1.186430105
Os02g0299000,0,0,0.185667047,0.012184382,0.029075094,0.056852634
Os02g0299200,6.688149366,6.149041653,3.787935566,2.276379066,40.1532085,1.150677139
Os02g0299300,1.517160829,1.97332548,3.573042334,1.110996105,0.999447683,1.754604935
Os02g0299600,0,0,0,0.557774621,0.161225431,0.728889826
Os02g0300500,0,0,0,0,0,0
Os02g0300700,8.070995309,5.723894572,5.38875829,14.10604911,4.215862413,28.92123726
Os02g0300900,0,0,0,0,0.125824906,0.203947746
Os02g0301000,1.955192674,3.202601472,3.596468902,8.436006743,7.273268208,7.336234803
Os02g0301100,6.223689313,5.843866401,7.703863773,9.060848447,11.79173266,112.0066865
Os02g0301400,0.571647543,0.523640536,0.096561081,0.426272029,0.244387142,0.076768327
Os02g0301450,2.128240556,3.530976083,2.374177092,5.104936945,4.036639762,4.594512708
Os02g0301500,6.711243249,5.825021176,3.378726212,12.15771115,12.49510674,7.646886173
Os02g0301650,0,1.213931248,1.627047346,0.125116209,0.674296931,0.056578648
Os02g0301700,0,0,0,0,0,0
Os02g0301800,6.99546634,7.397053581,7.679969399,1.291749683,1.259164823,1.620815228
Os02g0302200,2.427110629,1.125927531,1.207193831,4.235359949,0.988398201,9.190287426
Os02g0302450,0,1.215847307,1.924237007,6.627599042,0,3.747288752
Os02g0302500,7.032256665,7.640279386,6.307943729,0.253082744,1.608117637,0.894690323
Os02g0302700,23.62353871,19.08683898,23.85618298,28.69757512,7.998950743,23.14530648
Os02g0302900,8.128826541,7.711179512,3.87325116,14.19183328,15.55000598,3.931482901
Os02g0303000,4.942682341,7.33469919,3.653017467,1.151518163,0.465542956,2.813101137
Os02g0303200,6.183982566,9.477218292,2.255006475,1.561391944,2.746638691,0.714253823
Os02g0303500,0,0.403139719,0,0,0,0
Os02g0304500,0,0,0,0,0,0.035092407
Os02g0304800,1.380125212,1.97826809,1.443838361,0.553144135,1.199455233,0.899955155
Os02g0304900,25.47996557,23.2579043,24.1066812,13.25455516,15.6684848,7.863855961
Os02g0305600,1.167803858,3.033124839,0.803116268,2.479798024,3.842739237,3.041965017
Os02g0305700,12.79760359,12.28571813,9.464913002,12.71980511,18.53176247,13.2407074
Os02g0305800,24.97975734,27.80551907,19.32397887,20.31051446,20.58735996,13.91525739
Os02g0305950,0.379751176,1.550045238,0,0.368345533,0.208023385,0.396852945
Os02g0306100,5.951185818,7.477875778,7.233843354,3.315181129,1.954130156,1.825080544
Os02g0306250,7.190100531,6.618046218,3.876907388,1.484222389,4.075410577,1.723708927
Os02g0306401,39.73752661,34.56727862,28.24892035,156.3916292,7.148630684,105.1635109
Os02g0306550,5.985370577,6.606867608,3.542375979,7.39668353,5.870531798,11.27473031
Os02g0306600,0,1.625491687,1.286275095,4.839348502,2.695594116,5.961516619
Os02g0306801,1.28622645,1.428779942,0,3.08E-07,3.27E-08,1.073257959
Os02g0306900,10.26186212,10.66615898,6.757903703,13.10885194,20.84478454,6.836429802
Os02g0307000,10.92670357,9.849960224,11.12028023,14.4395572,16.15628748,13.11320092
Os02g0307050,0.113113367,0.213235462,0,0.006663944,0.058080111,0
Os02g0307075,0,0,0,0,0,0
Os02g0307200,8.834191644,11.72428277,12.95331229,2.949208498,4.908364534,2.791172625
Os02g0307300,0,0.121937761,0,0.033932131,0.047019489,0
Os02g0307400,0,0,0.117851087,0,0,0
Os02g0307700,0,0,0,0,0,0
Os02g0307800,1.118464841,0.840010194,0,1.087353271,0.93066026,5.942102551
Os02g0307900,0,0.518792996,0,0.050666635,0.243544418,0
Os02g0308400,0,0,0.684694306,0,0,0
Os02g0308800,0,0,0,0,0.335131474,0.091374017
Os02g0309200,0,0,0,0,0,0.038253136
Os02g0309500,0,0,0,0,0,0
Os02g0310200,163.8917308,173.3753327,178.2093792,32.51357904,55.75074811,10.03212645
Os02g0310400,1.686524952,3.51040847,0,1.324690608,3.327304202,0.863125941
Os02g0310500,0,0,0,0,0.064797807,0
Os02g0311150,0,0,0,0.214412199,0,0.047649578
Os02g0311600,0,0,0,0,0,0
Os02g0311800,0,0,0,0,0,0
Os02g0312500,5.750227381,4.385545835,6.654898486,4.240354655,5.288313858,4.97243263
Os02g0312550,1.402826299,0.661930264,1.00976026,0,0.272962172,0
Os02g0312600,12.89455061,20.03999796,12.20839979,25.86972816,197.7041156,17.39817417
Os02g0312700,6.144615042,3.101181706,2.767157749,8.038606028,6.33345261,3.727424826
Os02g0312750,0,0.186108658,0.592026129,0,0.098332445,0
Os02g0312800,1.276941916,0.764867124,0.654685263,1.661087762,2.417579454,1.049803564
Os02g0313400,13.42029441,15.56221943,9.792999886,21.85668675,26.98686568,13.84945063
Os02g0313450,3.907777263,3.914705655,1.424309189,1.168918579,1.865289898,1.283220469
Os02g0313500,5.341600782,4.976559771,3.844103846,1.776565418,3.119797386,0.936303225
Os02g0313700,9.757274812,10.70689224,9.431882854,6.434688844,5.78576793,10.15144682
Os02g0313900,10.36502995,11.11836843,11.0778565,1.818895294,3.626061872,1.067561394
Os02g0314300,1.090730163,2.033853916,0.722791961,1.464025178,0.388754756,1.808622836
Os02g0314400,0,0,0,0,0,0
Os02g0314600,3.405205346,1.826329744,2.093471595,6.368540935,3.238313665,14.47219362
Os02g0314925,0,0,0,0.072830061,0,0
Os02g0315200,0,0,0,0.023827697,0.170497397,0
Os02g0315400,10.49575565,7.916873817,6.759135754,33.39428804,32.3897538,25.92365375
Os02g0315600,8.327883912,6.192700027,6.986477252,3.763131845,60.74765828,1.027930824
Os02g0316200,1.667843307,3.621469914,2.452580377,3.506446097,3.005806947,4.935608492
Os02g0316800,0,0.561433488,0,0,0.137877651,0.10818184
Os02g0316900,2.394469524,3.414401976,2.472471241,0.826604002,2.129487608,1.683571039
Os02g0317300,7.723675429,6.83817004,4.554499947,4.677375502,7.373723001,5.489704601
Os02g0317400,25.43159098,16.23456318,20.08336316,47.82590852,91.33025941,25.16296744
Os02g0317500,2.733164537,0.140986859,1.348113019,2.268159973,3.293075421,4.105051775
Os02g0317600,0,0.846633037,1.103156544,0,0,0.164579043
Os02g0317700,14.89663844,12.43915132,16.13772598,13.03217564,16.51063224,13.54385348
Os02g0317800,61.48120888,62.26714085,53.41427955,51.98859583,77.78153522,66.89979198
Os02g0318100,23.62265065,27.34133316,29.86597505,14.2242707,8.920213356,6.202461908
Os02g0318200,0,0.43700352,0.681572706,0.593295434,0.417350325,0.470821683
Os02g0318400,0,0.383313039,0,0.126015326,0.0736228,0.120160583
Os02g0318450,0,0,0,0,0,0
Os02g0318500,0,0,0,0,0,0
Os02g0318600,0,0,0,0,0,0
Os02g0318851,0,0,0,0,0,0
Os02g0319100,8.196805613,8.672434591,9.141610865,7.529009333,6.540488907,12.18899858
Os02g0319300,10.09761201,9.84091331,14.19323208,27.57256009,25.7709765,64.11697584
Os02g0319400,0,0,0,0.265578987,0.499947506,0.858981862
Os02g0319800,1.617470861,2.644104052,1.408825563,1.12992589,2.582214509,1.303029427
Os02g0320000,0,0,0,0,0,0
Os02g0320100,1.939982939,3.822082503,1.849206574,1.57461464,1.664163728,1.363563939
Os02g0320300,1.131979316,0.48334343,2.356554839,1.532538296,1.820208145,4.2754312
Os02g0320600,0,0,0.582404328,0.845728242,0,0
Os02g0320800,0,0,0,0,0.055234525,0.255963804
Os02g0321000,0.784504373,1.48774973,0.983022808,0.388376627,0.95813612,0.771481094
Os02g0321500,14.32010868,15.04676346,8.478035327,4.369174461,6.002665667,5.074850881
Os02g0321600,0,0,1.919426577,2.410149683,3.313447365,0.078728758
Os02g0321800,1.954000244,2.163849905,1.019019596,10.5183807,13.07916417,8.311019835
Os02g0321900,47.03556939,49.16194339,88.84797734,158.8435735,166.3369522,58.37879146
Os02g0322251,0.142463013,3.566997471,0.434918561,2.300257559,2.93259965,2.004473477
Os02g0322400,5.146129433,1.249534863,4.44073253,4.891465766,3.148240862,1.351529529
Os02g0322500,9.944366901,8.609992567,7.606517157,3.03118341,3.700200706,1.870090384
Os02g0323000,0,0.239176808,0.225186254,0.19504052,0.126713893,0.144992943
Os02g0323300,0,0,0,0.223255371,0,0.191121101
Os02g0323600,1.336872488,0.779033338,1.376311173,0.586972784,16.86229191,0.695542882
Os02g0324200,14.19760836,11.56939368,16.04890914,1.460536999,3.663142765,1.050297882
Os02g0324300,45.77714339,52.78000799,44.83745285,24.55773961,29.96446446,30.97027359
Os02g0324400,5.406685826,7.469274149,10.50131923,3.092379842,6.015837228,0.914927144
Os02g0324500,0,0,0,0.025873926,0,0
Os02g0324700,57.69986408,55.51550783,55.07901092,35.78942262,48.1342723,22.40949188
Os02g0325100,29.61031809,26.20984026,27.62771211,83.96097657,106.6565007,69.38861895
Os02g0325300,0,0,0,0,0,0
Os02g0325401,0,0,0,0,0,0
Os02g0325600,8.410098479,10.55051767,8.222064829,5.478555226,4.870909264,8.561706935
Os02g0325800,0,0,1.605226753,0,0.617168205,0
Os02g0326000,9.264205411,7.129146363,7.898706155,3.660408362,3.730381654,4.443797158
Os02g0326100,0.698416325,3.106800632,1.043017592,0.394130007,0.600914776,0.123126089
Os02g0326200,10.56526124,11.64580343,4.64850114,4.109807545,3.726198932,8.472016365
Os02g0326500,2.400882661,1.692113022,2.357812416,0.289362573,0.61254732,0.043351969
Os02g0326600,6.594828404,4.846409204,4.493568228,6.812715472,12.96900568,6.460212334
Os02g0326700,0,0,0.397514698,0,0.146647294,0.982163219
Os02g0327000,35.70655781,38.14725691,34.41374679,119.9947351,36.67093211,244.9133041
Os02g0327100,13.31351658,20.61695797,18.98522901,9.362232217,10.55189344,9.03791916
Os02g0327500,11.42632452,7.859601942,8.553850839,12.52393264,2.652962108,11.9098606
Os02g0327700,68.10250769,59.93195494,50.35003137,81.84050065,86.45336218,52.49352092
Os02g0328300,4.213070515,3.796870321,2.175275118,9.588957118,9.993963171,38.74387266
Os02g0328500,0,0,0,0,0,0
Os02g0328525,0,0,0,0,0,0
Os02g0328550,3.755140057,5.439488471,15.12956376,1.815360433,2.598386896,1.760855203
Os02g0328600,13.53675762,14.99104144,14.53237303,2.47263138,5.166743118,1.055299532
Os02g0329300,8.962725544,8.011732086,8.549013777,9.167580926,15.1380984,9.242388954
Os02g0329450,0,0,0.08430508,0.209242863,0,0
Os02g0329600,9.506832417,15.60244896,10.80041101,2.253895044,2.745698234,2.196197226
Os02g0329800,49.51803384,42.67887802,46.14137857,41.6739177,111.7847318,39.43660039
Os02g0329933,0,0.994200944,0,0.284769375,1.177211851,0
Os02g0330200,12.23693451,10.26695572,10.62511855,19.22117202,45.99195252,6.793352595
Os02g0330400,0,0,0.18673914,0,0,3.00E-08
Os02g0330601,0,9.788846607,8.315494082,1.249873223,0,0.743147343
Os02g0331200,17.36325261,15.3405346,17.62841034,19.94682839,13.54365148,13.2595803
Os02g0331400,5.928805064,7.346455332,4.644045962,8.993775016,11.41845915,0.655511927
Os02g0332200,15.59600721,12.02822859,15.09937331,51.200938,74.32160603,33.61774425
Os02g0332450,1.157433346,0.99294425,1.818499416,0.255650778,0.722113715,0.121535257
Os02g0332700,26.0800747,26.73334577,27.95487333,5.525973861,12.659761,3.685615836
Os02g0332800,38.33798488,29.22956659,30.47861342,12.63471291,11.96941743,12.74689216
Os02g0433600,3.103774122,4.192255939,4.820282035,1.960256601,2.692901438,1.369610581
Os02g0433900,7.10264067,5.9145262,6.827867206,1.628942736,4.099903965,0.312952101
Os02g0435000,7.988866986,6.405662369,5.48511779,17.09775249,18.03624959,16.32239498
Os02g0435200,10.32755779,10.08068197,7.16565574,2.87490455,2.283340476,1.328869013
Os02g0435400,15.22246815,21.6547442,22.4038965,1.423699584,3.987829849,0.456232923
Os02g0435600,1.739708121,2.026698381,1.613349416,0.317525372,0.616195893,0.334905573
Os02g0436400,9.711335565,5.549418117,5.296817689,22.14533269,19.38546952,20.7620496
Os02g0436500,1.502310408,5.21659648,2.167416704,0.697919631,1.028259337,0.398341981
Os02g0437200,7.330578361,8.165413851,10.5690175,11.25015883,8.943059109,17.32151586
Os02g0437300,5.041285028,8.202546731,3.918267844,0.571511715,1.019582624,0.25582475
Os02g0437800,29.83191799,31.16502387,31.19531638,20.19954594,23.57486979,18.30993679
Os02g0437901,3.001840534,3.645970864,4.248704156,0.838998104,2.215850042,1.180060123
Os02g0438200,12.38457761,8.748052612,9.145787682,8.099556221,7.802952172,6.99109834
Os02g0438500,1.151081767,6.589156096,2.467015227,1.473818804,0.249940228,0.357179421
Os02g0438601,2.832992288,2.600356658,1.497158068,0.229998508,1.934439939,0.269561896
Os02g0438700,5.869597973,2.686046148,2.753238321,0.751933945,1.709771525,0.706203296
Os02g0438900,0,0,0,0.287377403,0,0
Os02g0439200,2.281534151,4.012944492,2.131679654,1.719808977,13.29693039,0.708221187
Os02g0439700,6.457825667,6.93028101,4.379927445,12.19393477,12.97582687,11.2307175
Os02g0440000,7.835948049,8.912619585,12.00070164,37.10735849,36.21015461,41.00642473
Os02g0440900,0,0,0.221466653,0.035044603,0,0
Os02g0443001,0,0,0,0,0.282929493,0.039122295
Os02g0445100,0,0,0,0.032545071,0.101712251,0.222910212
Os02g0445200,0,0,0,0,0,0
Os02g0445300,0,0,0,0,2.075237074,0
Os02g0445600,0,0,0,0.397733441,0,0.126908398
Os02g0445700,18.65949345,20.35519382,17.33916917,4.030283174,6.103345964,2.896413406
Os02g0446100,0,0.348593676,0,0,0,0
Os02g0448000,18.50176815,19.84477992,17.38592781,33.49431309,21.10231198,8.294222961
Os02g0448400,10.56931494,7.669331263,15.95921503,17.67063264,68.44642617,14.53923354
Os02g0448500,0,0,0,0,0,0
Os02g0448600,27.75364455,44.11834833,34.4004101,5.384327831,11.55637929,3.240289148
Os02g0450000,5.600877872,5.056179812,5.844225554,3.519200374,3.07114306,1.841404765
Os02g0451501,0,0.213160614,0,0,0,0
Os02g0451900,2.829180492,1.916087888,0.863384283,0.652727765,1.57508693,0.179440728
Os02g0452000,0.15764542,0,0,0,0,0
Os02g0452500,18.64084128,13.91983565,15.4635856,24.77783829,22.33497783,27.5792192
Os02g0452550,0,0.796854242,0.408670673,0.62331096,1.167822076,0.875574242
Os02g0452601,0,0.66805944,0,0.041057032,0.386690338,0
Os02g0452700,0,0,0,0,0,0
Os02g0453000,0.898395043,0.922663354,0.697602304,0.174785773,0.184254933,0.032319683
Os02g0453100,0,0,0.87150168,0,0,0.257152626
Os02g0453300,12.65723623,8.321829378,10.16369664,2.645335629,2.207116325,1.267838041
Os02g0453400,0,0,0,0,0,0
Os02g0453500,1.112991602,0.891192588,0.362796104,0.291597501,0,0.072355003
Os02g0453600,0,0,0.459034133,0.526294531,0.067104831,0
Os02g0453800,1.325443598,2.435013608,1.868978182,0.218233519,0.584477852,0.125991643
Os02g0454300,0,1.187849213,0,0,0.200059345,0
Os02g0454500,2.991507612,3.528372797,3.85534012,9.967818549,3.29621018,1.121334448
Os02g0454700,0,0,0,0,0,0
Os02g0454950,0,0,0,0,0,0
Os02g0455400,2.226775172,1.657507068,2.714772492,2.30382823,2.836713356,3.973154612
Os02g0455800,0,0,0,0,0,0
Os02g0455900,0,0,0,0,0,0
Os02g0456000,4.420801547,2.304238621,2.3385684,5.95603462,15.38617615,5.376403308
Os02g0456100,0,0,0,0,0,0
Os02g0456500,2.576071601,1.659748968,1.580429273,2.726614778,4.559905579,2.412397468
Os02g0456800,23.92991546,18.03133833,19.3341791,6.138358716,7.313560042,5.965992477
Os02g0457100,0,0,0,0,0,0
Os02g0457175,0,0,0,0.181306683,0,0
Os02g0457250,0,0.483798794,0,0,0,0
Os02g0457300,0,0,0,0,0,0
Os02g0457325,0,0,0,0,0,0
Os02g0457500,2.319008317,1.107466571,0.651030589,0.933705972,1.749437495,0.762776807
Os02g0457600,0,2.325280582,0.408519647,0.095747248,0.058345766,0.349876919
Os02g0458100,2.25477488,3.070463979,2.447992546,1.442019147,1.455395602,1.625288093
Os02g0458900,0,0,0,0,0,0
Os02g0458950,0,0,0,0,0,0
Os02g0459001,0.736087699,1.886743726,0,1.026221968,1.35037303,0.068556681
Os02g0459150,0,0,0,0,0,0
Os02g0459300,6.772620158,5.311101845,12.5393921,2.678992839,3.381146283,0.737495914
Os02g0459400,0,0.377130638,4.021503881,0.836578424,0.261758378,0.319121267
Os02g0459600,0.360202433,0.706955351,0,0.453018107,1.176764964,0.142058338
Os02g0460200,0,1.014541494,0.61249799,1.237830597,0.38437648,6.872191544
Os02g0460600,0,0,0,0,0,0
Os02g0461000,0,0,0,0,0,0
Os02g0461100,1.56456354,2.712565608,2.366141384,0.234585395,0.615881919,0.162372636
Os02g0461200,2.086536978,0.94657651,1.755509406,1.477728247,1.482662156,1.024143496
Os02g0461300,0,0,0,0.379940622,0,0
Os02g0461400,0,4.789317743,0,0.791518228,0.247384646,0.341671909
Os02g0461500,0,0,0,0,0,0
Os02g0461600,8.505619102,9.420055082,9.638096752,6.073812623,9.090879804,3.625429126
Os02g0461700,7.38447561,11.54170051,5.6706592,7.625384524,17.7933879,0.750343643
Os02g0461900,12.65541945,11.28393748,9.822506686,15.85161614,20.41200413,18.25353683
Os02g0462000,2.738164675,1.810868628,2.509900886,0.223440816,0.670142937,0.444484345
Os02g0462200,0,0.185556857,0,0.06302697,0.075390013,0
Os02g0462300,0,0.307659292,1.093568623,0.126656416,0.497174754,0.57999469
Os02g0462401,0.536771772,0.411879825,0.505174206,0.177175303,0.095468131,0.740422456
Os02g0462500,5.393476567,5.325549802,5.522850566,3.478057628,4.935404554,4.209725231
Os02g0462800,0,0.700901095,0.640831132,0.296884431,0.222089081,0.626056275
Os02g0462900,10.70658458,13.16000489,8.787339049,20.96120661,20.51512043,16.10558178
Os02g0463401,0,0,0,0.056954068,1.072829425,0.550578684
Os02g0463500,0,0,0.458592672,0.164121036,0.556769829,0.468939767
Os02g0463725,0,0,0,0.031802485,0,0
Os02g0464400,1.192838666,1.819862594,1.510613337,0.395072291,0.329366432,0.286598502
Os02g0464500,0.295270472,0.255230833,1.355077333,0.906863629,2.220954112,1.365818165
Os02g0464550,0,1.770683311,0,0.07254723,0,0
Os02g0464700,0.921251054,0.758368228,0.867020824,0.102063595,0,0
Os02g0464900,0.239460995,0,0,0.061598979,0.097678713,0
Os02g0465000,35.44042445,27.19799232,24.98125768,3.672044528,5.505507986,6.680524783
Os02g0465400,15.00982811,14.14406231,16.09064345,58.01215491,57.40122497,45.37711027
Os02g0465500,3.333273972,4.299392383,3.083635661,3.278326996,3.246638148,2.674791057
Os02g0465600,1.504224809,1.436718271,1.598622136,2.073926891,1.044503474,3.724337439
Os02g0465900,121.6968627,123.8357688,118.7466105,103.6435679,173.1728144,39.27746088
Os02g0466050,0,0.571747388,0,0.198303125,0.312691649,0
Os02g0466400,0.644574615,1.069168042,0.888444383,1.191393609,1.129874016,0.953364278
Os02g0466600,5.374948969,4.874317994,4.62222243,0.92599579,1.222886794,0.47208253
Os02g0466900,1.309780699,2.745384298,2.301757363,0,1.814431121,0.217328331
Os02g0467000,0,0.09457602,0,0.186919394,0,2.000501556
